report_date,geoid,county,state,last_update,confirmed,confirmed_rate,deaths,mortality_rate,case_fatality_rate
2020-01-28,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-28,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-29,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-30,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-01-31,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-01,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-02,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-03,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-04,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-05,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-06,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-07,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-08,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-09,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-10,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-11,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29047,Clay,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29049,Clinton,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29095,Jackson,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29107,Lafayette,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29165,Platte,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29177,Ray,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-12,29511,Kansas City,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-13,20091,Johnson,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-13,20103,Leavenworth,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-13,20107,Linn,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-13,20121,Miami,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-13,20209,Wyandotte,Kansas,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-13,29013,Bates,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-13,29025,Caldwell,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
2020-02-13,29037,Cass,Missouri,2020-04-07 00:00:01,0,0,0,0,NaN
